F00048,1,5,C,P00734,M,13.773879765018902
F00048,1,5,C,P00603,M,7.806520967849925
F00049,15,1,M,P00044,M,89.15516506757933
F00050,0,2,M,P00108,M,70.07465987758756
F00050,0,2,S,P00559,F,71.8140719407302
F00051,15,1,M,P00215,M,69.81284202796766
F00052,1,4,M,P00070,M,47.20276459935384
F00052,1,4,S,P00405,F,39.355525782077
F00052,1,4,C,P00720,F,2.41317436330163
F00052,1,4,C,P00783,M,14.003145980387812
F00053,2,2,M,P00360,M,80.81422081180209
F00053,2,2,C,P00879,M,56.080054610246094
F00054,0,2,M,P00063,M,61.7693860217691
F00054,0,2,S,P00241,F,60.85706839250499
F00055,0,2,M,P00116,M,71.09637196112888
F00055,0,2,S,P00883,F,71.27154823977968
F00056,15,1,M,P00552,M,83.28940278330322
F00057,0,2,M,P00170,M,52.02022937547172
F00057,0,2,S,P00834,F,50.574962367321845
F00058,0,2,M,P00126,M,74.16688180036968
F00058,0,2,S,P00986,F,77.75562981558514
F00059,15,1,M,P00172,M,50.17447305766537
F00060,9,4,M,P00151,M,73.53917617950749
F00060,9,4,S,P00836,F,73.97095079674389
F00060,9,4,C,P00894,M,33.516243792516015
F00060,9,4,O,P00221,M,17.33997652582734
F00061,0,2,M,P00561,M,84.06909883505176
F00061,0,2,S,P00810,F,82.49764853632735
F00062,15,1,M,P00177,M,52.99702056940814
F00063,1,3,M,P00110,M,79.6101106582365
F00063,1,3,S,P00510,F,82.29685786309784
F00063,1,3,C,P00932,F,49.615633781102844
F00064,15,1,M,P00067,M,63.91024296209811
F00065,0,2,M,P00122,M,43.148466018313876
F00065,0,2,S,P00325,F,33.49465521758786
F00066,6,6,M,P00153,M,43.99604910955732
F00066,6,6,S,P00535,F,50.79889521692872
F00066,6,6,P,P00525,M,78.72348223101754
F00066,6,6,P,P00712,F,82.4517067297236
F00066,6,6,C,P00597,F,14.118443260337212
F00066,6,6,C,P00581,M,15.791102130091978
F00067,1,3,M,P00107,M,58.924018793421965
F00067,1,3,S,P00169,F,51.202430913556036
F00067,1,3,C,P00557,M,22.332316884269503
F00068,15,1,M,P00079,M,60.088154390636895
F00069,15,1,M,P00041,F,41.563291256586595
F00070,0,2,M,P00115,M,59.10238799959264
F00070,0,2,S,P00400,F,55.23094817566874
F00071,15,1,M,P00047,F,31.414556279983227
F00072,0,2,M,P00174,M,30.94650325986103
F00072,0,2,S,P00814,F,22.096302039327757
F00073,0,2,M,P00185,M,41.994686190016715
F00073,0,2,S,P00728,F,35.792983838391464
F00074,15,1,M,P00006,F,36.345967571908524
F00075,5,3,M,P00100,M,62.33776675118069
F00075,5,3,S,P00393,F,62.521672102911715
F00075,5,3,P,P00924,F,87.80125484753214
F00076,15,1,M,P00039,F,54.29549285381711
F00077,1,4,M,P00228,M,65.53272809769656
F00077,1,4,S,P00515,F,62.690476054575356
F00077,1,4,C,P00746,M,28.206452799449735
F00077,1,4,C,P00930,F,35.65024146008737
F00078,15,1,M,P00028,M,23.697860454601877
F00079,1,3,M,P00213,M,53.66909457028752
F00079,1,3,S,P00551,F,51.51947827986046
F00079,1,3,C,P00990,F,27.166405936497934
F00080,15,1,M,P00013,F,35.75566201042705
F00081,15,1,M,P00053,M,28.03410348456523
F00082,0,2,M,P00180,M,76.78169385595146
F00082,0,2,S,P00954,F,73.37419328801886
F00083,15,1,M,P00129,M,25.900574302216572
F00084,1,3,M,P00189,M,79.89510165376633
F00084,1,3,S,P00096,F,84.50664316028924
F00084,1,3,C,P00909,F,56.72231989831969
F00085,15,1,M,P00046,M,24.210551339168262
F00086,0,2,M,P00158,M,73.85214707482797
F00086,0,2,S,P00678,F,76.0779416591192
F00087,0,2,M,P00190,M,76.34403273969806
F00087,0,2,S,P00415,F,75.88634141580977
F00088,10,4,M,P00112,M,61.333358857361155
F00088,10,4,S,P00164,F,58.3018272939937
F00088,10,4,P,P00634,M,65.23617973575132
F00088,10,4,O,P00840,M,14.719825427593655
F00089,0,2,M,P00571,M,82.05852865374473
F00089,0,2,S,P00407,F,82.21251644066716
F00090,0,2,M,P00135,M,59.746413558034504
F00090,0,2,S,P00692,F,51.33799369578426
F00091,3,2,M,P00059,F,93.32743546323744
F00091,3,2,C,P00832,M,55.93542435281945
F00092,15,1,M,P00263,M,50.326508404064505
F00093,15,1,M,P00138,F,27.92863871996142
F00094,15,1,M,P00081,F,83.93192497141722
F00095,0,2,M,P00203,M,79.67595509560057
F00095,0,2,S,P00611,F,87.19025176103602
F00096,15,1,M,P00311,M,50.52908843383477
F00097,15,1,M,P00060,F,42.43240003230311
F00098,15,1,M,P00257,M,32.747322154903976
F00099,15,1,M,P00086,F,65.21396216943337
F00100,1,3,M,P00631,M,84.92173097042222
F00100,1,3,S,P00700,F,89.21123631932917
F00100,1,3,C,P00654,F,65.93191663617651
F00101,3,2,M,P00082,F,71.06113513036586
F00101,3,2,C,P00970,M,28.11603349215621
F00102,1,3,M,P00175,M,60.933371610964976
F00102,1,3,S,P00649,F,64.22837009637657
F00102,1,3,C,P00600,M,26.07466247895364
F00103,1,3,M,P00150,M,25.81363431545793
F00103,1,3,S,P00681,F,20.554024641150818
F00103,1,3,C,P00529,M,0.873991837767468
F00104,15,1,M,P00183,M,71.19213421818857
F00105,15,1,M,P00178,M,63.32355376430413
F00106,0,2,M,P00230,M,67.56747921969311
F00106,0,2,S,P00454,F,70.3649586100313
F00107,15,1,M,P00204,M,71.43583689719729
F00108,15,1,M,P00052,F,54.09696322516806
F00109,1,3,M,P00152,M,58.239713987818995
F00109,1,3,S,P00668,F,57.066933553684535
F00109,1,3,C,P00106,F,18.11731980673609
F00110,15,1,M,P00272,M,29.487079976565624
F00111,3,2,M,P00048,F,39.64484744881051
F00111,3,2,C,P00771,M,6.936391365701297
F00112,6,5,M,P00219,M,58.47842700520199
F00112,6,5,S,P00893,F,51.42723769806235
F00112,6,5,P,P00896,M,78.54937316455967
F00112,6,5,P,P00665,F,81.40532184243618
F00112,6,5,C,P00504,M,21.144376615746083
F00113,0,2,M,P00209,M,40.91355858968037
F00113,0,2,S,P00708,F,33.841903050673615
F00114,0,2,M,P00238,M,68.46216665953177
F00114,0,2,S,P00318,F,70.50348922506757
F00115,15,1,M,P00133,F,75.80078675004518
F00116,15,1,M,P00265,M,56.26656844192842
F00117,15,1,M,P00051,M,22.858209725542117
F00118,1,4,M,P00356,M,53.63075599200862
F00118,1,4,S,P00846,F,52.064350514882804
F00118,1,4,C,P00610,M,16.421964007240387
F00118,1,4,C,P00309,M,21.338434973450553
F00119,0,2,M,P00243,M,68.32953846058066
F00119,0,2,S,P00780,F,69.58068428658017
F00120,15,1,M,P00205,F,28.171809739127173
F00121,15,1,M,P00097,F,72.91139724064243
F00122,15,1,M,P00137,F,77.76102564790617
F00123,15,1,M,P00187,F,42.25428540879267
F00124,1,3,M,P00071,M,37.32564017608722
F00124,1,3,S,P00466,F,33.44154353898923
F00124,1,3,C,P00027,M,3.745190574049623
F00125,0,2,M,P00273,M,67.98920479256246
F00125,0,2,S,P00974,F,68.90723123466005
F00126,0,2,M,P00195,M,64.69889261084155
F00126,0,2,S,P00300,F,68.8623794169407
F00127,3,2,M,P00143,F,61.14115812237027
F00127,3,2,C,P00330,M,23.504297763692712
F00128,1,3,M,P00363,M,50.59005539750406
F00128,1,3,S,P00317,F,51.787798167534035
F00128,1,3,C,P00469,F,15.663130060335533
F00129,15,1,M,P00001,F,45.62138290013439
F00130,0,2,M,P00073,M,36.11560467221382
F00130,0,2,S,P00794,F,29.644716219662005
F00131,1,4,M,P00077,M,48.12526838501037
F00131,1,4,S,P00524,F,46.85156805175043
F00131,1,4,C,P00361,F,13.239721660994125
F00131,1,4,C,P00722,F,14.349378477076375
F00132,15,1,M,P00287,M,31.872423424797407
F00133,0,2,M,P00194,F,41.452511587072806
F00133,0,2,S,P00972,M,47.80903998036453
F00134,15,1,M,P00206,M,74.75325330506355
F00135,1,5,M,P00268,M,57.34444296469967
F00135,1,5,S,P00350,F,54.22643456416432
F00135,1,5,C,P00736,M,25.25895986484657
F00135,1,5,C,P00778,M,22.1694491162251
F00135,1,5,C,P00132,M,19.867524941539966
F00136,0,2,M,P00337,M,31.89666014545596
F00136,0,2,S,P00499,F,26.701788605130602
F00137,0,2,M,P00207,M,61.68699036558204
F00137,0,2,S,P00088,F,66.87233597515088
F00138,1,5,M,P00366,M,50.704332197170196
F00138,1,5,S,P00286,F,49.20524126143411
F00138,1,5,C,P00902,F,19.208682962176933
F00138,1,5,C,P00987,M,16.410447294000615
F00138,1,5,C,P00683,M,15.458021934805092
F00139,0,2,M,P00310,M,79.24225703366481
F00139,0,2,S,P00534,F,82.07033980758277
F00140,1,3,M,P00313,M,76.8063349382815
F00140,1,3,S,P00494,F,78.8254837377612
F00140,1,3,C,P00952,F,52.69904068892717
F00141,1,5,M,P00075,M,35.48164721509641
F00141,1,5,S,P00305,F,37.18947519255571
F00141,1,5,C,P00220,F,4.902852540317192
F00141,1,5,C,P00144,F,3.3593363001687733
F00141,1,5,C,P00239,F,0.6854818912272299
F00142,7,4,M,P00244,M,62.06449276542158
F00142,7,4,S,P00508,F,59.1276648725447
F00142,7,4,P,P00830,M,77.28283700081377
F00142,7,4,C,P00978,M,29.970042754395784
F00143,0,2,M,P00240,M,74.97892428524315
F00143,0,2,S,P00456,F,74.54409355066994
F00144,0,2,M,P00258,M,73.00154199690328
F00144,0,2,S,P00347,F,73.37986660382259
F00145,15,1,M,P00262,M,74.48354853637106
F00146,0,2,M,P00277,M,67.59661197735902
F00146,0,2,S,P00639,F,67.81059765854833
F00147,15,1,M,P00217,M,40.41334055098032
F00148,15,1,M,P00382,M,53.01314152471381
F00149,15,1,M,P00235,M,45.034791710091326
F00150,0,2,M,P00282,M,62.27335638543824
F00150,0,2,S,P00218,F,65.78950138466263
F00151,5,3,M,P00302,M,63.83963358083048
F00151,5,3,S,P00815,F,66.17741752059739
F00151,5,3,P,P00554,F,84.9233834716431
F00152,0,2,M,P00367,M,63.48841256048598
F00152,0,2,S,P00937,F,65.52397897406148
F00153,7,4,M,P00109,M,89.14986982915909
F00153,7,4,S,P00427,F,95.43380927723524
F00153,7,4,P,P00339,F,91.81741811651675
F00153,7,4,C,P00430,F,0.11449045459788744
F00154,15,1,M,P00056,F,55.317894517556695
F00155,9,6,M,P00689,M,81.86103524401479
F00155,9,6,S,P00885,F,79.61120295174317
F00155,9,6,C,P00965,M,48.677994600717916
F00155,9,6,O,P00642,M,7.578791723191647
F00155,9,6,O,P00816,F,91.64246698364205
F00155,9,6,O,P00948,F,93.98975456846284
F00156,1,4,M,P00105,M,37.22875570028921
F00156,1,4,S,P00910,F,29.190382555022776
F00156,1,4,C,P00660,M,2.102767287919646
F00156,1,4,C,P00184,M,4.932011387166443
F00157,0,2,M,P00364,M,79.49736141021735
F00157,0,2,S,P00624,F,79.04976686025417
F00158,15,1,M,P00062,F,91.68790210334775
F00159,15,1,M,P00093,F,68.28150442452629
F00160,0,2,M,P00333,M,70.98450840917351
F00160,0,2,S,P00351,F,75.06586009447949
F00161,15,1,M,P00120,F,82.72500462608784
F00162,15,1,M,P00253,F,71.75174872433502
F00163,0,2,M,P00717,M,84.8306901799733
F00163,0,2,S,P00359,F,84.37021928876652
F00164,1,3,M,P00146,F,24.178862945612316
F00164,1,3,S,P00969,M,32.38923300206044
F00164,1,3,C,P00572,F,0.5010561836280539
F00165,15,1,M,P00354,M,73.91528727973359
F00166,1,3,M,P00349,M,31.670877710656654
F00166,1,3,S,P00939,F,24.96031470277006
F00166,1,3,C,P00255,F,0.5057009783701888
F00167,15,1,M,P00141,F,76.40253715233445
F00168,1,4,M,P00368,M,61.91864364380117
F00168,1,4,S,P00684,F,60.78891878369039
F00168,1,4,C,P00299,M,23.413277772421413
F00168,1,4,C,P00759,F,27.784014276977544
F00169,1,3,M,P00449,M,31.53302545448139
F00169,1,3,S,P00820,F,28.45413226934022
F00169,1,3,C,P00795,M,0.28751647686740145
F00170,0,2,M,P00357,M,72.77757379881716
F00170,0,2,S,P00385,F,73.00618580732488
F00171,0,2,M,P00725,M,82.1909551755438
F00171,0,2,S,P00841,F,82.64414447259267
F00172,15,1,M,P00250,M,48.50574157955545
F00173,0,2,M,P00428,M,52.32992234013545
F00173,0,2,S,P00862,F,49.36898611676231
F00174,1,4,M,P00136,M,36.756030574590355
F00174,1,4,S,P00781,F,32.16493739669782
F00174,1,4,C,P00623,M,2.740106333048229
F00174,1,4,C,P00729,F,8.034360629340126
F00175,10,5,M,P00394,M,61.84656883267401
F00175,10,5,S,P00822,F,53.49312196248071
F00175,10,5,P,P00424,M,85.89062713725468
F00175,10,5,P,P00222,F,83.0325609332173
F00175,10,5,O,P00054,F,12.610923555337509
F00176,15,1,M,P00259,F,28.579582411052336
F00177,0,2,M,P00290,M,47.39796593003762
F00177,0,2,S,P00679,F,48.22499383688366
F00178,1,4,M,P00408,M,75.76224293807073
F00178,1,4,S,P00914,F,69.77895778885274
F00178,1,4,C,P00861,M,37.90182544460879
F00178,1,4,C,P00940,M,34.26406546840347
F00179,1,3,M,P00284,M,56.100995025778154
F00179,1,3,S,P00544,F,51.00292241901135
F00179,1,3,C,P00900,F,16.79604247728668
F00180,1,3,M,P00362,M,46.430084589635136
F00180,1,3,S,P00401,F,47.618533099420866
F00180,1,3,C,P00928,F,13.329342525753152
F00181,15,1,M,P00386,M,48.812228876994006
F00182,1,3,M,P00496,M,51.11601149122004
F00182,1,3,S,P00167,F,49.129048902859864
F00182,1,3,C,P00224,M,15.445122893962246
F00183,1,3,M,P00130,F,36.96893404597363
F00183,1,3,S,P00875,M,39.116157422722246
F00183,1,3,C,P00460,F,3.8492046158589197
F00184,0,2,M,P00411,M,60.2333486970371
F00184,0,2,S,P00709,F,56.19103773196796
F00185,1,4,M,P00516,M,53.74557775479929
F00185,1,4,S,P00371,F,52.60641195481531
F00185,1,4,C,P00236,F,14.020205253403407
F00185,1,4,C,P00500,M,21.96311863986438
F00186,15,1,M,P00249,M,42.714983498713075
F00187,15,1,M,P00434,M,60.62510027655789
F00188,15,1,M,P00124,F,83.495303384461
F00189,3,2,M,P00118,F,50.52746564228933
F00189,3,2,C,P00392,M,16.088644980075305
F00190,0,2,M,P00375,M,73.6176677528547
F00190,0,2,S,P00882,F,75.60663288689025
F00191,15,1,M,P00131,F,81.6051447154321
F00192,0,2,M,P00181,M,87.51317265182739
F00192,0,2,S,P00726,F,83.91735918048593
F00193,1,4,M,P00419,M,45.29375660884117
F00193,1,4,S,P00353,F,47.687745467189345
F00193,1,4,C,P00812,F,14.451309844912961
F00193,1,4,C,P00227,M,14.265314918496767
F00194,1,5,M,P00147,M,35.161648040016146
F00194,1,5,S,P00671,F,30.226964615114507
F00194,1,5,C,P00775,F,0.7604533919581938
F00194,1,5,C,P00338,M,0.8855293053971476
F00194,1,5,C,P00395,M,0.2577280655615258
F00195,1,3,M,P00343,M,65.57302116748913
F00195,1,3,S,P00942,F,68.93618782805484
F00195,1,3,C,P00868,F,34.44349277622293
F00196,1,4,M,P00298,M,56.85424205724452
F00196,1,4,S,P00431,F,51.21982929235663
F00196,1,4,C,P00537,F,19.028008384414118
F00196,1,4,C,P00026,F,17.980357477486226
F00197,15,1,M,P00326,F,23.763487251878427
F00198,0,2,M,P00838,M,83.68611964921817
F00198,0,2,S,P00192,F,83.25742984801215
F00199,0,2,M,P00467,M,74.35222410027279
F00199,0,2,S,P00858,F,73.10242414369903
F00200,0,2,M,P00322,M,88.84615766373693
F00200,0,2,S,P00786,F,83.4396404542105
F00201,8,4,M,P00379,M,69.5845615079463
F00201,8,4,S,P00617,F,72.22395284320969
F00201,8,4,O,P00179,M,17.21997664510319
F00201,8,4,O,P00555,M,16.35703579339251
F00202,15,1,M,P00087,F,92.96087390306774
F00203,15,1,M,P00416,M,68.22840248100667
F00204,1,3,M,P00267,M,41.92332928409974
F00204,1,3,S,P00867,F,45.60700772053507
F00204,1,3,C,P00111,F,10.632337633879343
F00205,0,2,M,P00341,M,59.80287539610829
F00205,0,2,S,P00536,F,60.05919018108064
F00206,15,1,M,P00358,F,24.239230961964445
F00207,1,4,M,P00316,M,43.17532297849507
F00207,1,4,S,P00476,F,32.76752036024879
F00207,1,4,C,P00134,F,2.835585758684067
F00207,1,4,C,P00445,M,1.11475970055872
F00208,3,3,M,P00080,F,47.632727326734255
F00208,3,3,C,P00837,M,15.870870158034176
F00208,3,3,C,P00754,M,13.13733219049663
F00209,15,1,M,P00409,F,79.83082429169042
F00210,15,1,M,P00308,M,29.79185105027511
F00211,0,2,M,P00520,M,71.14089591121953
F00211,0,2,S,P00824,F,70.76796700481007
F00212,5,3,M,P00420,M,65.48393465886072
F00212,5,3,S,P00414,F,66.61149174656506
F00212,5,3,P,P00450,M,74.84961984249534
F00213,15,1,M,P00556,M,53.10686088433251
F00214,1,4,M,P00437,M,45.046346024276495
F00214,1,4,S,P00772,F,38.608298034740734
F00214,1,4,C,P00791,F,6.123908501673465
F00214,1,4,C,P00280,M,11.904667956158836
F00215,0,2,M,P00573,M,73.21903004534161
F00215,0,2,S,P00532,F,75.16570112306148
F00216,15,1,M,P00533,M,31.351687134874314
F00217,15,1,M,P00465,M,47.78917279440155
F00218,15,1,M,P00165,F,84.26808378306038
F00219,1,3,M,P00716,M,87.62305509798543
F00219,1,3,S,P00049,F,85.6238158631694
F00219,1,3,C,P00998,M,56.494466944064726
F00220,7,6,M,P00320,M,42.351975348180794
F00220,7,6,S,P00697,F,45.53310288885129
F00220,7,6,P,P00876,F,86.23155797226806
F00220,7,6,C,P00917,M,12.60455060675391
F00220,7,6,C,P00710,M,14.159291342873743
F00220,7,6,C,P00121,F,11.29683632062126
F00221,3,3,M,P00173,F,67.40260826318281
F00221,3,3,C,P00374,F,48.42466111235423
F00221,3,3,C,P00701,F,43.94104225873782
F00222,1,3,M,P00433,M,66.89454000707927
F00222,1,3,S,P00307,F,66.26463198061239
F00222,1,3,C,P00934,M,36.37976321288629
F00223,15,1,M,P00646,M,73.15322276436633
F00224,15,1,M,P00440,F,20.2870780772461
F00225,1,4,M,P00560,M,53.559491835862
F00225,1,4,S,P00329,F,54.60340142579738
F00225,1,4,C,P00616,F,26.20141031089721
F00225,1,4,C,P00745,M,25.278626366571373
F00226,15,1,M,P00148,M,35.69648716824767
F00227,1,3,M,P00843,M,74.12498993380002
F00227,1,3,S,P00903,F,80.27228310544302
F00227,1,3,C,P00426,F,51.04118061293175
F00228,6,5,M,P00855,M,83.37064086149007
F00228,6,5,S,P00029,F,69.26250664819624
F00228,6,5,P,P00959,M,85.26607187840924
F00228,6,5,P,P00091,F,93.00961708458755
F00228,6,5,C,P00294,F,47.10909196092479
F00229,1,3,M,P00860,M,70.7809965166835
F00229,1,3,S,P00387,F,80.70462750256699
F00229,1,3,C,P00653,F,43.83342486080741
F00230,1,3,M,P00905,M,74.49214791116476
F00230,1,3,S,P00575,F,68.59313583361907
F00230,1,3,C,P00918,M,28.678691160321787
F00231,15,1,M,P00451,M,65.44286819671977
F00232,15,1,M,P00455,F,21.112765048752816
F00233,3,2,M,P00355,M,42.619095552721255
F00233,3,2,C,P00447,F,9.199865712861284
F00234,0,2,M,P00448,M,62.630980527869845
F00234,0,2,S,P00750,F,67.04461779566348
F00235,1,3,M,P00577,M,31.72844145404337
F00235,1,3,S,P00626,F,27.78306176137392
F00235,1,3,C,P00598,M,2.2888295648883763
F00236,15,1,M,P00186,M,39.727890722690326
F00237,15,1,M,P00090,M,23.042370579648875
F00238,3,3,M,P00128,F,55.3654426286494
F00238,3,3,C,P00084,F,16.746693553421963
F00238,3,3,C,P00805,F,29.50891161400971
F00239,0,2,M,P00915,M,73.33158305295588
F00239,0,2,S,P00648,F,75.35902966329255
F00240,15,1,M,P00271,F,74.12045617419399
F00241,1,3,M,P00435,M,79.95977543803274
F00241,1,3,S,P00766,F,85.51807868302166
F00241,1,3,C,P00072,F,54.055889045374514
F00242,0,2,M,P00344,M,58.48631782648937
F00242,0,2,S,P00196,F,51.5242002001711
F00243,1,3,M,P00346,M,55.492187111345956
F00243,1,3,S,P00599,F,50.421635682044254
F00243,1,3,C,P00740,F,14.630244529334568
F00244,15,1,M,P00480,M,66.61072796422305
F00245,1,5,M,P00201,M,35.23132160202251
F00245,1,5,S,P00735,F,32.30334124950356
F00245,1,5,C,P00973,M,4.5748637531444025
F00245,1,5,C,P00644,M,6.102115127402148
F00245,1,5,C,P00327,M,3.053650287900477
F00246,1,3,M,P00232,M,36.480012580521034
F00246,1,3,S,P00417,F,31.349364536457788
F00246,1,3,C,P00289,F,0.352323752180556
F00247,0,2,M,P00926,M,72.60321463675403
F00247,0,2,S,P00884,F,75.30548901418277
F00248,1,3,M,P00997,M,70.89661236556051
F00248,1,3,S,P00916,F,76.02083652300082
F00248,1,3,C,P00312,F,44.62932303726126
F00249,15,1,M,P00378,M,57.59462402793074
F00250,0,2,M,P00489,M,62.3635165833599
F00250,0,2,S,P00850,F,62.036043274231695
F00251,12,2,M,P00160,F,57.82011442695057
F00251,12,2,O,P00980,M,34.47397381616133
F00252,12,2,M,P00058,F,32.92147939950943
F00252,12,2,O,P00478,F,87.32041502153805
F00253,7,4,M,P00801,M,85.56500452048887
F00253,7,4,S,P00514,F,78.27164853126602
F00253,7,4,P,P00831,F,90.3352495275963
F00253,7,4,C,P00983,M,38.874872258595985
F00254,15,1,M,P00113,M,24.24836540345952
F00255,1,4,M,P00635,M,51.01327677364899
F00255,1,4,S,P00811,F,49.55567600756659
F00255,1,4,C,P00021,F,15.116912990935043
F00255,1,4,C,P00199,F,10.0110730145015
F00256,3,2,M,P00225,F,56.31100281586336
F00256,3,2,C,P00880,M,22.527622983526058
F00257,15,1,M,P00503,M,68.7888075733529
F00258,15,1,M,P00202,F,84.02436683929965
F00259,3,2,M,P00247,F,60.35246687197948
F00259,3,2,C,P00388,F,27.99176742647136
F00260,15,1,M,P00521,M,69.91535747442353
F00261,3,2,M,P00098,F,46.17564211096951
F00261,3,2,C,P00531,F,11.163494415154123
F00262,1,5,M,P00383,M,41.62363567926565
F00262,1,5,S,P00348,F,34.64521742709062
F00262,1,5,C,P00399,F,8.99677791428646
F00262,1,5,C,P00083,M,2.545803890793133
F00262,1,5,C,P00459,M,7.369346671457476
F00263,1,3,M,P00856,M,83.1332637829035
F00263,1,3,S,P00270,F,82.77407046471328
F00263,1,3,C,P00964,M,55.067724550068284
F00264,1,3,M,P00548,M,67.17997097232221
F00264,1,3,S,P00422,F,65.01821824459141
F00264,1,3,C,P00212,M,24.509792755122376
F00265,5,3,M,P00242,M,37.73875315005606
F00265,5,3,S,P00670,F,28.65731054806708
F00265,5,3,P,P00962,F,87.94729056375131
F00266,1,4,M,P00490,M,47.00511114171173
F00266,1,4,S,P00703,F,43.1588619442273
F00266,1,4,C,P00288,F,2.9392040388707876
F00266,1,4,C,P00495,F,14.791476903969954
F00267,1,4,M,P00436,M,41.86332982929714
F00267,1,4,S,P00737,F,41.67341976401332
F00267,1,4,C,P00640,M,8.771029965806573
F00267,1,4,C,P00328,F,4.529902108326491
F00268,15,1,M,P00297,F,29.839465933815983
F00269,15,1,M,P00502,M,47.86135204242005
F00270,1,3,M,P00493,M,62.52279115622228
F00270,1,3,S,P00641,F,65.98653220234876
